address,bed_room_location_privacy,beds,challenging_behaviors,city,funding_type,nursing_support,overnight_supervision,phone_number,physical_accommodations,profile_id,provider,state,type_of_home,typical_staffing_pattern,updated,url
581 VAN BUREN AVE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure",SAINT PAUL,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,9523815927,"Wheelchair, Hoyer Lift, Ramp, Stair Lift, Bathroom Hand Rails",3835,UNITED SOCIAL SERVICE OF MN LLC,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite",1:1,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=3835
5540 Lindsay Street,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Property Destruction, Positive Support Transition Plan",Golden Valley,"CADI Waiver, TBI, Elderly Waiver, Private Pay",Weekly Visit,Awake,6124424395,,3688,Honesty Care Home LLC (18+),MN,In-Home,1:2,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=3688
400 Holly Avenue,Upstairs /,2,,St. Paul,"DD Waiver, CADI Waiver, TBI",,Sleep,651-357-1108,,4496,"Axis Alternatives, Inc.",MN,Foster Care,1:1,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=4496
11410 CROOKED LAKE BLVD,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",COON RAPIDS,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,6129876609,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",4223,Assurant Care Homes llc,MN,CRS/Formerly SLS,1:2,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=4223
11430 Crooked lake Boulverd,Main Floor /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612 987 6609,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",2831,Assurant Care Homes llc,MN,CRS/Formerly SLS,1:3,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=2831
2750 112th Lane NW,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,612 987-6609,Bathroom Hand Rails,2475,Assurant Care Homes llc,MN,CRS/Formerly SLS,1:2,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=2475
7449 Louisiana Ave North,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,612 987-6609,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",4061,Assurant Care Homes llc,MN,CRS/Formerly SLS,2:4,"Jun 06, 2023",https://mnopenings.org/profile/housing/?profile=4061
182nd Ave,,1,,Elk River,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,612-876-6285,,5356,Mains'l Services,MN,Foster Care,,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=5356
Hollywood Ave,,1,,Coon Rapids,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(612) 227-7220,,5353,Mains'l Services,MN,Foster Care,,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=5353
455 Charles Ave,Upstairs /,1,Verbal Aggression,St Paul,"DD Waiver, CADI Waiver",Weekly Visit,Awake,651-771-8235,"Hospital Bed, Bathroom Hand Rails",3154,"Riesco, Inc",MN,CRS/Formerly SLS,1:3,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=3154
2680 Farrington St,Main Floor /,1,Verbal Aggression,Roseville,"DD Waiver, CADI Waiver",Weekly Visit,Sleep,612-867-8115,"Wheelchair, Hoyer Lift, Ramp",4172,"Riesco, Inc",MN,CRS/Formerly SLS,2:4,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=4172
3874 Airway Lane NE,Basement /,1,,Alexandria,"DD Waiver, CAC, Private Pay",,Sleep,6512552363,Ramp,5450,Lutheran Social Service - Host Homes,MN,Foster Care,,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=5450
3109 Oakland Ave,"Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Minneapolis,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,(952)219-0606,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",3857,MILLENNIUM HEALTH CARE LLC,MN,In-Home,2:4,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=3857
6520 Portland Ave,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,"CADI Waiver, Elderly Waiver, Private Pay",On Site,Awake,612 810 8500,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",3887,Residential Care At Nine Mile Creek,MN,"In-Home, Respite",2:4,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=3887
Indiana Avenue north,Main Floor /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency",Brooklyn center,"CADI Waiver, TBI, Private Pay",On Site,Awake,6127354781,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",3410,"Everlead Home HealthCare, LLC",MN,In-Home,1:2,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=3410
Candlewood Drive,"Main Floor, Upstairs /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure",Brooklyn Park,"CADI Waiver, TBI, Private Pay",On Site,Awake,6127354781,,5275,"Everlead Home HealthCare, LLC",MN,In-Home,1:2,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=5275
11137 FILLMORE ST N.E,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,16512356942,"Wheelchair, Hoyer Lift, Ramp, Bathroom Hand Rails",5233,FOUNTAIN HOME HEALTH LLC,MN,"ICF, SILS, In-Home, Respite",2:4,"Jun 05, 2023",https://mnopenings.org/profile/housing/?profile=5233
430 Niagara LN,"Main Floor, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Plymouth,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6126360399,Bathroom Hand Rails,3609,JOYLIVING INC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home",1:2,"Jun 03, 2023",https://mnopenings.org/profile/housing/?profile=3609
2315 Western Ave North,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Roseville,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,651-478-6080 / 612-987-0454,"Wheelchair, Ramp, Bathroom Hand Rails",3865,"ArkHaven Home Care, LLC",MN,CRS/Formerly SLS,1:3,"Jun 02, 2023",https://mnopenings.org/profile/housing/?profile=3865
10410 Crocus St. NW,"Main Floor, Basement /",5,"Self Injurious, Verbal Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Coon Rapids,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,763-438-8869,,5260,Secured Health and homecare.,MN,In-Home,2:4,"Jun 02, 2023",https://mnopenings.org/profile/housing/?profile=5260
9317 Minnesota LN N,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Maple Grove,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,763-400-7187,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",4907,Solace Health Services LLC,MN,"In-Home, Respite",1:3,"Jun 02, 2023",https://mnopenings.org/profile/housing/?profile=4907
6190 Upper 51st Street,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Positive Support Transition Plan",Oakdale,"DD Waiver, CADI Waiver",,Awake,651-724-7952,,5448,MDM Rubicon Inc./ BridgesMN,MN,CRS/Formerly SLS,2:4,"Jun 02, 2023",https://mnopenings.org/profile/housing/?profile=5448
11742 Fillmore St NE,"Main Floor, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Blaine,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",,Awake,763-657-0904,Bathroom Hand Rails,3700,Friendly Adult Foster Care,MN,Foster Care,1:2,"Jun 02, 2023",https://mnopenings.org/profile/housing/?profile=3700
2120 William Street N,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Positive Support Transition Plan",Roseville,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Awake,651-358-3188,Bathroom Hand Rails,4005,Sisters Assisted Living Care LLC,MN,"CRS/Formerly SLS, SILS",1:3,"Jun 01, 2023",https://mnopenings.org/profile/housing/?profile=4005
10325 Zinran ave S,Main Floor /,2,"Verbal Aggression, Elopement, Positive Support Transition Plan",Bloomington,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6513152649,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",3114,Midwest Residential,MN,Respite,1:3,"Jun 01, 2023",https://mnopenings.org/profile/housing/?profile=3114
1852 Ames Avenue,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",ST Paul,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6517343183,Bathroom Hand Rails,3537,AmeriGrace Home Care LLC,MN,"CRS/Formerly SLS, SILS, In-Home",1:3,"Jun 01, 2023",https://mnopenings.org/profile/housing/?profile=3537
4612 Pondview  Drive,"Main Floor, Upstairs /",2,,Big Lake,"DD Waiver, CADI Waiver",,Sleep,763-234-8518,,5445,Oasis Homes,MN,"CRS/Formerly SLS, In-Home",1:3,"May 31, 2023",https://mnopenings.org/profile/housing/?profile=5445
9800 Morgan Avenue,Upstairs /,2,,Bloomington,"CADI Waiver, TBI, Elderly Waiver",On Site,Awake,612-598-8681,,3533,hope residential homes,MN,"Foster Care, In-Home",1:1,"May 31, 2023",https://mnopenings.org/profile/housing/?profile=3533
3100 Thurber Road N,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Center,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,(763) 421-3613,Bathroom Hand Rails,4003,"Elite Nursing Services, Inc.",MN,"CRS/Formerly SLS, SILS, In-Home, Respite",2:4,"May 31, 2023",https://mnopenings.org/profile/housing/?profile=4003
8336 little rd,"Main Floor, Basement, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Bloomington,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,210-775-3264,Ramp,5444,True Hands,MN,"SILS, In-Home",1:1,"May 31, 2023",https://mnopenings.org/profile/housing/?profile=5444
10 92nd Ave NE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency",Blaine,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,(651) 3985-825,"Wheelchair, Ramp, Bathroom Hand Rails",3346,New Bridge Care LLC,MN,CRS/Formerly SLS,2:4,"May 31, 2023",https://mnopenings.org/profile/housing/?profile=3346
4800 5th St NE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Columbia Heights,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,612-806-3863,,3252,"Healing Residences Inc,",MN,"Foster Care, In-Home",1:2,"May 30, 2023",https://mnopenings.org/profile/housing/?profile=3252
10025 colfax avenue south,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Bloomington,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,8588770066,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",3433,PHH,MN,"In-Home, Respite",1:2,"May 30, 2023",https://mnopenings.org/profile/housing/?profile=3433
Juneberry Road NW,Main Floor /,2,,Bemidji,DD Waiver,,Sleep,701-213-6500,Wheelchair,4093,Lutheran Social Service of Minnesota,MN,CRS/Formerly SLS,,"May 30, 2023",https://mnopenings.org/profile/housing/?profile=4093
"7010 Bloomington Ave south,","Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Richfield,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay",Weekly Visit,Awake,6128161890,Bathroom Hand Rails,3894,"Amana Home Care,LLC",MN,"CRS/Formerly SLS, SILS, In-Home",1:2,"May 25, 2023",https://mnopenings.org/profile/housing/?profile=3894
9271 Lake Rd,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Woodbury,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651-278-1244,"Wheelchair, Hospital Bed, Stair Lift, Bathroom Hand Rails",3365,Sotam Homecare LLC,MN,"CRS/Formerly SLS, In-Home",2:4,"May 25, 2023",https://mnopenings.org/profile/housing/?profile=3365
12 98th Lane NW,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Coon Rapids,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,651-399-6834,"Wheelchair, Bathroom Hand Rails",5439,"Butterfly Assisted Living, LLC (55 PLUS MOVE-IN SPECIAL !)",MN,"In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"May 25, 2023",https://mnopenings.org/profile/housing/?profile=5439
10921 Jersey CT N,"Main Floor, Upstairs /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Champlin,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6122035987,"Hospital Bed, Bathroom Hand Rails",5431,Advent Home care,MN,"CRS/Formerly SLS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:2,"May 25, 2023",https://mnopenings.org/profile/housing/?profile=5431
1318 Emerson Ave N,"Main Floor, Basement, Upstairs /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",Minneapolis,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,651-348-9829,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",3937,Caring Group Home LLC,MN,"SILS, In-Home",1:2,"May 25, 2023",https://mnopenings.org/profile/housing/?profile=3937
15382 80th Place,Main Floor /,1,"Self Injurious, Verbal Aggression",Maple Grove,"DD Waiver, CADI Waiver",On Call,Awake,651-276-2003,"Wheelchair, Hoyer Lift, Bathroom Hand Rails",5180,AbleLight,MN,CRS/Formerly SLS,2:4,"May 24, 2023",https://mnopenings.org/profile/housing/?profile=5180
5517 welcome ave n,Main Floor /,2,,Crystal,CADI Waiver,,,+1 (952) 457-3802,,5428,Midwest Group Living,MN,Out of Metro Crisis Bed,,"May 24, 2023",https://mnopenings.org/profile/housing/?profile=5428
2569 Copper Cliff Trl,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Woodbury,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6512068084,,5436,Steadfast Care Inc,MN,"CRS/Formerly SLS, In-Home",1:1,"May 24, 2023",https://mnopenings.org/profile/housing/?profile=5436
5018 N4th Street,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Minneapolis,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,952-688-7164,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed",4908,ESTHERRA CARE LLC,MN,CRS/Formerly SLS,1:3,"May 23, 2023",https://mnopenings.org/profile/housing/?profile=4908
3808 73rd Avenue N,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI",On Site,Awake,952-688-7164,"Ramp, Bathroom Hand Rails",2482,ESTHERRA CARE LLC,MN,CRS/Formerly SLS,2:4,"May 23, 2023",https://mnopenings.org/profile/housing/?profile=2482
7357 Chowen Avenue North,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,952-210-5394,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",4910,ESTHERRA CARE LLC,MN,CRS/Formerly SLS,2:4,"May 23, 2023",https://mnopenings.org/profile/housing/?profile=4910
